framework,500,1000,2000,3000,4000
GPU (CUDA),0.0017986,0.0068288,0.0384152,0.10453319999999999,0.2292828
MPI Naive,0.046615,1.279797,15.029567,63.32,220.278333
MPI SUMMA,0.036909,0.384779,7.949176,48.424328,126.472011
OpenMP,0.03073612,0.4718949999999999,11.1637,59.9922,160.6128
Sequential,0.117812,1.317982,32.4157,176.2996,575.1353999999999
